"","WBANID","COUNTY"
"1912","94943","BRULE"
"1913","24024","HAAKON"
"1914","24090","PENNINGTON"
"1915","24056","PENNINGTON"
"1916","24026","MEADE"
"1917","24006","MEADE"
"1918","94902","BROOKINGS"
"1919","24078","HAAKON"
"1920","14936","BEADLE"
"1921","94913","BEADLE"
"1922","24009","HUGHES"
"1923","24025","HUGHES"
"1924","14968","BEADLE"
"1925","94089","HUGHES"
"1926","24059","LAWRENCE"
"1927","14980","HAND"
"1928","14977","HYDE"
"1929","14986","SPINK"
"1930","54938","CODINGTON"
"1931","14946","CODINGTON"
"1932","94022","HARDING"
"1933","14929","BROWN"
"1934","24053","WALWORTH"
"1935","24052","PERKINS"
"1936","94032","CUSTER"
"1937","94037","HARDING"
"1938","94039","SHANNON"
"1939","13882","HAMILTON"
"1940","93850","HAMILTON"
"1941","13862","SHELBY"
"1942","13893","SHELBY"
"1943","53875","HAMILTON"
"1944","93916","SHELBY"
"1945","93876","GRUNDY"
"1946","13855","COFFEE"
"1947","13888","CHESTER"
"1948","03811","MADISON"
"1949","13891","BLOUNT"
"1950","03851","BLOUNT"
"1951","03819","HICKMAN"
"1952","13828","LAUDERDALE"
"1953","93877","RUTHERFORD"
"1954","03847","CUMBERLAND"
"1955","93803","DEKALB"
"1956","03841","ANDERSON"
"1957","03827","CUMBERLAND"
"1958","13827","RUTHERFORD"
"1959","03809","DYER"
"1960","03829","GREENE"
"1961","13897","DAVIDSON"
"1962","03839","DAVIDSON"
"1963","13843","WILSON"
"1964","93858","DAVIDSON"
"1965","03833","HENRY"
"1966","13877","SULLIVAN"
"1967","03894","MONTGOMERY"
"1968","53828","SHELBY"
"1969","14989","YORK"
"1970","54754","HILLSBOROUGH"
"1971","04750","ROCKINGHAM"
"1972","94721","CHESHIRE"
"1973","14710","HILLSBOROUGH"
"1974","64759","ROCKINGHAM"
"1975","94735","ROCKINGHAM"
"1976","04743","ROCKINGHAM"
"1977","94714","STRAFFORD"
"1978","94756","MERRIMACK"
"1979","14745","MERRIMACK"
"1980","54791","STRAFFORD"
"1981","54722","BELKNAP"
"1982","54736","BELKNAP"
"1983","14776","GRAFTON"
"1984","94765","GRAFTON"
"1985","14755","COOS"
"1986","94700","COOS"
"1987","13775","CAPE MAY"
"1988","13756","CAPE MAY"
"1989","13724","ATLANTIC"
"1990","03740","ATLANTIC"
"1991","13709","CUMBERLAND"
"1992","13735","CUMBERLAND"
"1993","93766","ATLANTIC"
"1994","93730","ATLANTIC"
"1995","13753","ATLANTIC"
"1996","93755","BURLINGTON"
"1997","13799","OCEAN"
"1998","93788","OCEAN"
"1999","93701","CAMDEN"
"2000","14780","OCEAN"
"2001","14706","BURLINGTON"
"2002","14722","MONMOUTH"
"2003","04739","MONMOUTH"
"2004","04783","MONMOUTH"
"2005","14773","MERCER"
"2006","14792","MERCER"
"2007","14779","MONMOUTH"
"2008","14725","MONMOUTH"
"2009","14731","MERCER"
"2010","94739","MONMOUTH"
"2011","14734","ESSEX"
"2012","54730","MORRIS"
"2013","54738","MORRIS"
"2014","94741","BERGEN"
"2015","54743","ESSEX"
"2016","94744","PASSAIC"
"2017","54760","MONMOUTH"
"2018","03152","CLARK"
"2019","93128","CLARK"
"2020","23169","CLARK"
"2021","23173","CLARK"
"2022","23112","CLARK"
"2023","03137","CLARK"
"2024","03135","CLARK"
"2025","23141","CLARK"
"2026","93178","CLARK"
"2027","93176","CLARK"
"2028","03143","NYE"
"2029","03110","NYE"
"2030","03141","NYE"
"2031","93127","NYE"
"2032","03109","NYE"
"2033","03133","NYE"
"2034","03116","LINCOLN"
"2035","03139","LINCOLN"
"2036","03114","LINCOLN"
"2037","03163","LINCOLN"
"2038","03136","LINCOLN"
"2039","03113","LINCOLN"
"2040","03132","NYE"
"2041","93142","NYE"
"2042","23128","NYE"
"2043","23153","NYE"
"2044","03118","NYE"
"2045","03117","LINCOLN"
"2046","93133","MINERAL"
"2047","03115","NYE"
"2048","03128","NYE"
"2049","93157","NYE"
"2050","93175","WHITE PINE"
"2051","93123","CHURCHILL"
"2052","93102","CHURCHILL"
"2053","03170","EUREKA"
"2054","93126","LANDER"
"2055","23185","WASHOE"
"2056","53133","WASHOE"
"2057","93155","CHURCHILL"
"2058","23118","WASHOE"
"2059","24124","PERSHING"
"2060","24172","PERSHING"
"2061","24181","LANDER"
"2062","24179","EUREKA"
"2063","24183","ELKO"
"2064","24178","ELKO"
"2065","24191","ELKO"
"2066","24190","ELKO"
"2067","24128","HUMBOLDT"
"2068","24129","HUMBOLDT"
"2069","24192","ELKO"
"2070","24173","ELKO"
"2071","24188","HUMBOLDT"
"2072","94190","ELKO"
"2073","03160","NYE"
"2074","03191","NYE"
"2075","94198","ELKO"
"2076","14795","NASSAU"
"2077","14786","KINGS"
"2078","14726","RICHMOND"
"2079","94717","SUFFOLK"
"2080","94789","QUEENS"
"2081","14705","SUFFOLK"
"2082","14729","NASSAU"
"2083","14708","NASSAU"
"2084","94706","NEW YORK"
"2085","54787","SUFFOLK"
"2086","94715","SUFFOLK"
"2087","04781","SUFFOLK"
"2088","94773","SUFFOLK"
"2089","14732","QUEENS"
"2090","04798","NEW YORK"
"2091","94728","NEW YORK"
"2092","94782","SUFFOLK"
"2093","94776","SUFFOLK"
"2094","14719","SUFFOLK"
"2095","04729","SUFFOLK"
"2096","14709","BRONX"
"2097","94713","SUFFOLK"
"2098","94745","WESTCHESTER"
"2099","14723","SUFFOLK"
"2100","14797","ORANGE"
"2101","94749","DUTCHESS"
"2102","14714","ORANGE"
"2103","04789","ORANGE"
"2104","54746","SULLIVAN"
"2105","94722","CATTARAUGUS"
"2106","14738","BROOME"
"2107","14798","BROOME"
"2108","14748","CHEMUNG"
"2109","04720","CHAUTAUQUA"
"2110","04725","BROOME"
"2111","04722","CATTARAUGUS"
"2112","14744","COLUMBIA"
"2113","94785","ESSEX"
"2114","94761","TOMPKINS"
"2115","94731","OTSEGO"
"2116","14747","CHAUTAUQUA"
"2117","14796","ALBANY"
"2118","94770","LIVINGSTON"
"2119","14735","ALBANY"
"2120","04727","SENECA"
"2121","04782","SCHENECTADY"
"2122","04741","SCHENECTADY"
"2123","14733","ERIE"
"2124","94753","ERIE"
"2125","04717","MONTGOMERY"
"2126","14749","MONTGOMERY"
"2127","94766","HERKIMER"
"2128","94748","GENESEE"
"2129","94781","ONONDAGA"
"2130","14720","ONONDAGA"
"2131","14768","MONROE"
"2132","04724","NIAGARA"
"2133","04728","NIAGARA"
"2134","04738","NIAGARA"
"2135","94729","NIAGARA"
"2136","14774","ONEIDA"
"2137","94794","ONEIDA"
"2138","94777","MONROE"
"2139","14717","ONEIDA"
"2140","14700","MONROE"
"2141","14750","WARREN"
"2142","64778","WARREN"
"2143","14759","OSWEGO"
"2144","94786","WASHINGTON"
"2145","14772","ESSEX"
"2146","94759","ESSEX"
"2147","94743","JEFFERSON"
"2148","94790","JEFFERSON"
"2149","14715","JEFFERSON"
"2150","94784","ESSEX"
"2151","94764","ESSEX"
"2152","94740","FRANKLIN"
"2153","14743","ST. LAWRENCE"
"2154","04742","CLINTON"
"2155","64776","CLINTON"
"2156","94733","CLINTON"
"2157","54745","ST. LAWRENCE"
"2158","04774","FRANKLIN"
"2159","94725","ST. LAWRENCE"
"2160","54757","ALLEGANY"
"2161","23058","LUNA"
"2162","23045","HIDALGO"
"2163","23083","DONA ANA"
"2164","93041","DONA ANA"
"2165","23078","LUNA"
"2166","23011","LUNA"
"2167","23006","EDDY"
"2168","23039","DONA ANA"
"2169","23031","HIDALGO"
"2170","23037","OTERO"
"2171","93062","DONA ANA"
"2172","93063","GRANT"
"2173","93095","DONA ANA"
"2174","93034","LEA"
"2175","23094","LEA"
"2176","23018","LEA"
"2177","93039","OTERO"
"2178","93097","OTERO"
"2179","93051","EDDY"
"2180","23002","OTERO"
"2181","93066","OTERO"
"2182","93094","DONA ANA"
"2183","93060","SIERRA"
"2184","23046","SIERRA"
"2185","93043","SIERRA"
"2186","93045","SIERRA"
"2187","23009","CHAVES"
"2188","23095","CATRON"
"2189","23043","CHAVES"
"2190","03156","SOCORRO"
"2191","23087","LINCOLN"
"2192","93061","SOCORRO"
"2193","23084","SOCORRO"
"2194","93040","SOCORRO"
"2195","93087","LINCOLN"
"2196","93064","ROOSEVELT"
"2197","23008","CURRY"
"2198","23077","CURRY"
"2199","23015","DE BACA"
"2200","23079","TORRANCE"
"2201","23096","TORRANCE"
"2202","93082","TORRANCE"
"2203","93088","TORRANCE"
"2204","23060","CIBOLA"
"2205","23056","SANTA FE"
"2206","93054","BERNALILLO"
"2207","23073","BERNALILLO"
"2208","23050","BERNALILLO"
"2209","23004","BERNALILLO"
"2210","23057","CIBOLA"
"2211","93055","CIBOLA"
"2212","23076","GUADALUPE"
"2213","23048","QUAY"
"2214","93057","CIBOLA"
"2215","23049","SANTA FE"
"2216","23054","SAN MIGUEL"
"2217","23088","MCKINLEY"
"2218","03046","SANTA FE"
"2219","03014","SANDOVAL"
"2220","93091","LOS ALAMOS"
"2221","03015","MCKINLEY"
"2222","93089","SANDOVAL"
"2223","93052","COLFAX"
"2224","23051","UNION"
"2225","93049","UNION"
"2226","23052","COLFAX"
"2227","23090","SAN JUAN"
"2228","93092","RIO ARRIBA"
"2229","93099","OTERO"
"2230","03001","DONA ANA"
"2231","03002","SOCORRO"
"2232","03003","SIERRA"
"2233","93098","DONA ANA"
"2234","03004","DONA ANA"
"2235","03012","TAOS"
"2236","94854","ROCK"
"2237","94818","RACINE"
"2238","14839","MILWAUKEE"
"2239","14888","MILWAUKEE"
"2240","14887","DANE"
"2241","14837","DANE"
"2242","94811","DANE"
"2243","54834","JEFFERSON"
"2244","14921","SAUK"
"2245","04875","WASHINGTON"
"2246","94907","JUNEAU"
"2247","04841","SHEBOYGAN"
"2248","04840","FOND DU LAC"
"2249","14960","LA CROSSE"
"2250","94930","JUNEAU"
"2251","04991","LA CROSSE"
"2252","14920","LA CROSSE"
"2253","94940","MONROE"
"2254","94855","WINNEBAGO"
"2255","94869","MILWAUKEE"
"2256","94897","MANITOWOC"
"2257","04825","OUTAGAMIE"
"2258","14831","BROWN"
"2259","14898","BROWN"
"2260","04895","PORTAGE"
"2261","94905","PIERCE"
"2262","94985","WOOD"
"2263","94890","MARATHON"
"2264","04824","DOOR"
"2265","94820","DOOR"
"2266","14991","CHIPPEWA"
"2267","14897","MARATHON"
"2268","04803","ONEIDA"
"2269","14995","BURNETT"
"2270","94973","SAWYER"
"2271","14886","VILAS"
"2272","94929","ASHLAND"
"2273","94970","BARRON"
"2274","04826","WOOD"
"2275","03803","SUMMERS"
"2276","53805","GREENBRIER"
"2277","03872","RALEIGH"
"2278","53801","GREENBRIER"
"2279","03808","LOGAN"
"2280","13866","KANAWHA"
"2281","03807","BRAXTON"
"2282","93711","PENDLETON"
"2283","13729","RANDOLPH"
"2284","03729","RANDOLPH"
"2285","93709","HARDY"
"2286","13738","GRANT"
"2287","03802","HARRISON"
"2288","03804","WOOD"
"2289","13736","MONONGALIA"
"2290","13867","WOOD"
"2291","25707","ALEUTIANS WEST"
"2292","25717","ALEUTIANS WEST"
"2293","25701","ALEUTIANS WEST"
"2294","25704","ALEUTIANS WEST"
"2295","25715","ALEUTIANS WEST"
"2296","25708","ALEUTIANS WEST"
"2297","25710","ALEUTIANS WEST"
"2298","25703","ALEUTIANS WEST"
"2299","25601","ALEUTIANS WEST"
"2300","25626","ALEUTIANS WEST"
"2301","25605","ALEUTIANS WEST"
"2302","25602","ALEUTIANS WEST"
"2303","25621","ALEUTIANS WEST"
"2304","25610","ALEUTIANS WEST"
"2305","25606","ALEUTIANS WEST"
"2306","25515","ALEUTIANS WEST"
"2307","25618","ALEUTIANS EAST BOROUGH"
"2308","25627","ALEUTIANS EAST BOROUGH"
"2309","25622","ALEUTIANS EAST BOROUGH"
"2310","25337","PRINCE OF WALES-OUTER KETCHIKA"
"2311","25301","PRINCE OF WALES-OUTER KETCHIKA"
"2312","25308","PRINCE OF WALES-OUTER KETCHIKA"
"2313","25368","PRINCE OF WALES-OUTER KETCHIKA"
"2314","25603","ALEUTIANS EAST BOROUGH"
"2315","25624","ALEUTIANS EAST BOROUGH"
"2316","25617","ALEUTIANS EAST BOROUGH"
"2317","25313","KETCHIKAN GATEWAY BOROUGH"
"2318","25317","PRINCE OF WALES-OUTER KETCHIKA"
"2319","25314","KETCHIKAN GATEWAY BOROUGH"
"2320","25362","PRINCE OF WALES-OUTER KETCHIKA"
"2321","25315","PRINCE OF WALES-OUTER KETCHIKA"
"2322","25625","ALEUTIANS EAST BOROUGH"
"2323","25348","WRANGELL-PETERSBURG"
"2324","25375","SITKA BOROUGH"
"2325","25327","SITKA BOROUGH"
"2326","25329","WRANGELL-PETERSBURG"
"2327","25512","KODIAK ISLAND BOROUGH"
"2328","25502","KODIAK ISLAND BOROUGH"
"2329","25359","PRINCE OF WALES-OUTER KETCHIKA"
"2330","25508","LAKE AND PENINSULA BOROUGH"
"2331","25504","LAKE AND PENINSULA BOROUGH"
"2332","25312","SITKA BOROUGH"
"2333","25333","SITKA BOROUGH"
"2334","25334","SITKA BOROUGH"
"2335","25307","SITKA BOROUGH"
"2336","25705","ALEUTIANS WEST"
"2337","25712","ALEUTIANS WEST"
"2338","25713","ALEUTIANS WEST"
"2339","25319","SKAGWAY-HOONAH-ANGOON"
"2340","25310","SKAGWAY-HOONAH-ANGOON"
"2341","25514","LAKE AND PENINSULA BOROUGH"
"2342","25501","KODIAK ISLAND BOROUGH"
"2343","25336","SITKA BOROUGH"
"2344","25509","KODIAK ISLAND BOROUGH"
"2345","25341","SKAGWAY-YAKUTAT-ANGOON"
"2346","25321","SKAGWAY-HOONAH-ANGOON"
"2347","25316","SKAGWAY-HOONAH-ANGOON"
"2348","25357","SKAGWAY-HOONAH-ANGOON"
"2349","25358","SKAGWAY-HOONAH-ANGOON"
"2350","25340","SKAGWAY-HOONAH-ANGOON"
"2351","25311","JUNEAU BOROUGH"
"2352","25324","JUNEAU BOROUGH"
"2353","25309","JUNEAU BOROUGH"
"2354","25330","SKAGWAY-HOONAH-ANGOON"
"2355","25503","BRISTOL BAY BOROUGH"
"2356","25510","BRISTOL BAY BOROUGH"
"2357","25613","BETHEL"
"2358","25513","BRISTOL BAY BOROUGH"
"2359","25323","HAINES BOROUGH"
"2360","25328","HAINES BOROUGH"
"2361","25402","VALDEZ-CORDOVA"
"2362","25403","VALDEZ-CORDOVA"
"2363","25303","SKAGWAY-HOONAH-ANGOON"
"2364","25339","YAKUTAT BOROUGH"
"2365","25302","YAKUTAT BOROUGH"
"2366","25507","KENAI PENINSULA BOROUGH"
"2367","25506","BRISTOL BAY BOROUGH"
"2368","25401","VALDEZ-CORDOVA"
"2369","26445","YAKUTAT BOROUGH"
"2370","26438","KENAI PENINSULA BOROUGH"
"2371","26417","VALDEZ-CORDOVA"
"2372","26546","LAKE AND PENINSULA BOROUGH"
"2373","26531","LAKE AND PENINSULA BOROUGH"
"2374","26605","BETHEL"
"2375","26622","BETHEL"
"2376","26402","VALDEZ-CORDOVA"
"2377","26475","VALDEZ-CORDOVA"
"2378","26410","VALDEZ-CORDOVA"
"2379","26523","KENAI PENINSULA BOROUGH"
"2380","26488","VALDEZ-CORDOVA"
"2381","26492","ANCHORAGE BOROUGH"
"2382","26444","VALDEZ-CORDOVA"
"2383","26615","BETHEL"
"2384","26437","ANCHORAGE BOROUGH"
"2385","26525","BETHEL"
"2386","26442","VALDEZ-CORDOVA"
"2387","26479","VALDEZ-CORDOVA"
"2388","26534","BETHEL"
"2389","26451","ANCHORAGE BOROUGH"
"2390","26507","ANCHORAGE BOROUGH"
"2391","26409","ANCHORAGE BOROUGH"
"2392","26453","ANCHORAGE BOROUGH"
"2393","26468","ANCHORAGE BOROUGH"
"2394","26452","ANCHORAGE BOROUGH"
"2395","26401","ANCHORAGE BOROUGH"
"2396","26550","MATANUSKA-SUSITNA BOROUGH"
"2397","26477","VALDEZ-CORDOVA"
"2398","26424","ANCHORAGE BOROUGH"
"2399","26423","ANCHORAGE BOROUGH"
"2400","26448","MATANUSKA-SUSITNA BOROUGH"
"2401","26119","MATANUSKA-SUSITNA BOROUGH"
"2402","26430","MATANUSKA-SUSITNA BOROUGH"
"2403","26433","MATANUSKA-SUSITNA BOROUGH"
"2404","26516","BETHEL"
"2405","26432","MATANUSKA-SUSITNA BOROUGH"
"2406","25331","MATANUSKA-SUSITNA BOROUGH"
"2407","26434","MATANUSKA-SUSITNA BOROUGH"
"2408","26431","MATANUSKA-SUSITNA BOROUGH"
"2409","96402","MATANUSKA-SUSITNA BOROUGH"
"2410","26560","MATANUSKA-SUSITNA BOROUGH"
"2411","26527","BETHEL"
"2412","26633","WADE HAMPTON"
"2413","26483","MATANUSKA-SUSITNA BOROUGH"
"2414","26439","MATANUSKA-SUSITNA BOROUGH"
"2415","26518","BETHEL"
"2416","26421","MATANUSKA-SUSITNA BOROUGH"
"2417","26514","MATANUSKA-SUSITNA BOROUGH"
"2418","26547","MATANUSKA-SUSITNA BOROUGH"
"2419","26640","WADE HAMPTON"
"2420","26485","VALDEZ-CORDOVA"
"2421","26526","MATANUSKA-SUSITNA BOROUGH"
"2422","26621","WADE HAMPTON"
"2423","26635","WADE HAMPTON"
"2424","26425","VALDEZ-CORDOVA"
"2425","26532","BETHEL"
"2426","26521","YUKON-KOYUKUK"
"2427","26528","MATANUSKA-SUSITNA BOROUGH"
"2428","26520","YUKON-KOYUKUK"
"2429","26519","YUKON-KOYUKUK"
"2430","26610","WADE HAMPTON"
"2431","26530","MATANUSKA-SUSITNA BOROUGH"
"2432","26650","WADE HAMPTON"
"2433","26536","YUKON-KOYUKUK"
"2434","26412","SOUTHEAST FAIRBANKS"
"2435","26510","YUKON-KOYUKUK"
"2436","26484","VALDEZ-CORDOVA"
"2437","26414","DENALI BOROUGH"
"2438","26632","NOME"
"2439","26440","SOUTHEAST FAIRBANKS"
"2440","26405","SOUTHEAST FAIRBANKS"
"2441","26704","NOME"
"2442","26703","NOME"
"2443","26458","SOUTHEAST FAIRBANKS"
"2444","26406","SOUTHEAST FAIRBANKS"
"2445","26447","DENALI BOROUGH"
"2446","26627","NOME"
"2447","26543","YUKON-KOYUKUK"
"2448","26608","NOME"
"2449","26416","SOUTHEAST FAIRBANKS"
"2450","26408","MATANUSKA-SUSITNA BOROUGH"
"2451","26620","NOME"
"2452","26502","YUKON-KOYUKUK"
"2453","26460","FAIRBANKS NORTH STAR BOROUGH"
"2454","26617","NOME"
"2455","26604","NOME"
"2456","26435","YUKON-KOYUKUK"
"2457","26404","YUKON-KOYUKUK"
"2458","26628","NOME"
"2459","26629","NOME"
"2460","26407","FAIRBANKS NORTH STAR BOROUGH"
"2461","26501","YUKON-KOYUKUK"
"2462","26509","YUKON-KOYUKUK"
"2463","26603","NOME"
"2464","26630","NOME"
"2465","26422","SOUTHEAST FAIRBANKS"
"2466","26462","FAIRBANKS NORTH STAR BOROUGH"
"2467","26411","FAIRBANKS NORTH STAR BOROUGH"
"2468","26403","FAIRBANKS NORTH STAR BOROUGH"
"2469","26464","FAIRBANKS NORTH STAR BOROUGH"
"2470","26441","FAIRBANKS NORTH STAR BOROUGH"
"2471","26602","NOME"
"2472","26420","FAIRBANKS NORTH STAR BOROUGH"
"2473","26503","YUKON-KOYUKUK"
"2474","26505","YUKON-KOYUKUK"
"2475","26459","FAIRBANKS NORTH STAR BOROUGH"
"2476","26529","YUKON-KOYUKUK"
"2477","26504","YUKON-KOYUKUK"
"2478","26612","NOME"
"2479","26626","NOME"
"2480","26639","NOME"
"2481","26614","YUKON-KOYUKUK"
"2482","26419","YUKON-KOYUKUK"
"2483","26611","NOME"
"2484","26606","NOME"
"2485","26418","YUKON-KOYUKUK"
"2486","26428","YUKON-KOYUKUK"
"2487","26613","NOME"
"2488","26634","NOME"
"2489","26618","NOME"
"2490","26609","NOME"
"2491","26446","YUKON-KOYUKUK"
"2492","26619","NORTHWEST ARCTIC BOROUGH"
"2493","26535","YUKON-KOYUKUK"
"2494","26472","YUKON-KOYUKUK"
"2495","26449","YUKON-KOYUKUK"
"2496","26539","YUKON-KOYUKUK"
"2497","26522","YUKON-KOYUKUK"
"2498","26625","NOME"
"2499","26544","YUKON-KOYUKUK"
"2500","26515","YUKON-KOYUKUK"
"2501","26545","YUKON-KOYUKUK"
"2502","26538","YUKON-KOYUKUK"
"2503","26616","NORTHWEST ARCTIC BOROUGH"
"2504","26533","YUKON-KOYUKUK"
"2505","26517","YUKON-KOYUKUK"
"2506","26513","NORTHWEST ARCTIC BOROUGH"
"2507","26469","YUKON-KOYUKUK"
"2508","26467","YUKON-KOYUKUK"
"2509","26511","YUKON-KOYUKUK"
"2510","26540","YUKON-KOYUKUK"
"2511","26480","YUKON-KOYUKUK"
"2512","26470","YUKON-KOYUKUK"
"2513","26482","NORTH SLOPE BOROUGH"
"2514","26636","NORTH SLOPE BOROUGH"
"2515","26542","NORTH SLOPE BOROUGH"
"2516","26481","NORTH SLOPE BOROUGH"
"2517","26601","NORTH SLOPE BOROUGH"
"2518","26623","NORTH SLOPE BOROUGH"
"2519","26465","NORTH SLOPE BOROUGH"
"2520","26473","NORTH SLOPE BOROUGH"
"2521","26476","NORTH SLOPE BOROUGH"
"2522","26631","NORTH SLOPE BOROUGH"
"2523","26474","NORTH SLOPE BOROUGH"
"2524","26637","NORTH SLOPE BOROUGH"
"2525","26466","NORTH SLOPE BOROUGH"
"2526","26508","NORTH SLOPE BOROUGH"
"2527","26537","NORTH SLOPE BOROUGH"
"2528","26478","NORTH SLOPE BOROUGH"
"2529","26471","NORTH SLOPE BOROUGH"
"2530","26638","NORTH SLOPE BOROUGH"
"2531","26624","NORTH SLOPE BOROUGH"
"2532","26457","NORTH SLOPE BOROUGH"
"2533","27401","NORTH SLOPE BOROUGH"
"2534","27402","NORTH SLOPE BOROUGH"
"2535","27404","NORTH SLOPE BOROUGH"
"2536","27406","NORTH SLOPE BOROUGH"
"2537","27407","NORTH SLOPE BOROUGH"
"2538","27408","NORTH SLOPE BOROUGH"
"2539","27301","NORTH SLOPE BOROUGH"
"2540","27403","NORTH SLOPE BOROUGH"
"2541","27508","NORTH SLOPE BOROUGH"
"2542","27503","NORTH SLOPE BOROUGH"
"2543","27507","NORTH SLOPE BOROUGH"
"2544","27512","NORTH SLOPE BOROUGH"
"2545","27510","NORTH SLOPE BOROUGH"
"2546","27501","NORTH SLOPE BOROUGH"
"2547","27504","NORTH SLOPE BOROUGH"
"2548","27505","NORTH SLOPE BOROUGH"
"2549","27506","NORTH SLOPE BOROUGH"
"2550","27509","NORTH SLOPE BOROUGH"
"2551","27513","NORTH SLOPE BOROUGH"
"2552","26461","ANCHORAGE BOROUGH"
"2553","25361","SITKA BOROUGH"
"2554","26506","NORTH SLOPE BOROUGH"
"2555","25604","BETHEL"
"2556","27405","NORTH SLOPE BOROUGH"
"2557","26487","SOUTHEAST FAIRBANKS"
"2558","26548","KENAI PENINSULA BOROUGH"
"2559","24068","LARAMIE"
"2560","94155","UINTA"
"2561","24080","LARAMIE"
"2562","24018","LARAMIE"
"2563","94006","LARAMIE"
"2564","24081","ALBANY"
"2565","24022","ALBANY"
"2566","94156","UINTA"
"2567","24118","UINTA"
"2568","24168","UINTA"
"2569","24167","UINTA"
"2570","24064","SWEETWATER"
"2571","24073","SWEETWATER"
"2572","24027","SWEETWATER"
"2573","24067","SWEETWATER"
"2574","24069","PLATTE"
"2575","24031","CARBON"
"2576","24057","CARBON"
"2577","24165","LINCOLN"
"2578","24076","CARBON"
"2579","24082","GOSHEN"
"2580","24083","PLATTE"
"2581","24072","PLATTE"
"2582","24019","CONVERSE"
"2583","24075","FREMONT"
"2584","24016","NATRONA"
"2585","24005","NATRONA"
"2586","24089","NATRONA"
"2587","24061","FREMONT"
"2588","24077","NATRONA"
"2589","24166","TETON"
"2590","24049","JOHNSON"
"2591","24054","WESTON"
"2592","24062","WASHAKIE"
"2593","24088","CROOK"
"2594","94023","CAMPBELL"
"2595","24066","JOHNSON"
"2596","24048","BIG HORN"
"2597","24045","PARK"
"2598","94173","TETON"
"2599","24029","SHERIDAN"
"2600","24058","SHERIDAN"
"2601","24060","PARK"
"2602","24079","SHERIDAN"
"2603","24169","PARK"
"2604","21502","HAWAII"
"2605","21505","HAWAII"
"2606","21509","HAWAII"
"2607","21501","HAWAII"
"2608","21503","HAWAII"
"2609","21504","HAWAII"
"2610","21510","HAWAII"
"2611","21508","HAWAII"
"2612","21507","HAWAII"
"2613","22539","HAWAII"
"2614","22530","HAWAII"
"2615","22510","HAWAII"
"2616","22511","HAWAII"
"2617","22527","HAWAII"
"2618","22528","MAUI"
"2619","22533","MAUI"
"2620","22538","MAUI"
"2621","22525","MAUI"
"2622","22518","MAUI"
"2623","22524","MAUI"
"2624","22523","MAUI"
"2625","22516","MAUI"
"2626","22546","MAUI"
"2627","22502","MAUI"
"2628","22534","MAUI"
"2629","22541","HONOLULU"
"2630","22543","HONOLULU"
"2631","22537","HONOLULU"
"2632","22522","HONOLULU"
"2633","22521","HONOLULU"
"2634","22540","HONOLULU"
"2635","22529","HONOLULU"
"2636","22515","HONOLULU"
"2637","22514","HONOLULU"
"2638","22551","HONOLULU"
"2639","22542","HONOLULU"
"2640","22504","HONOLULU"
"2641","22503","HONOLULU"
"2642","22517","HONOLULU"
"2643","22512","HONOLULU"
"2644","22519","HONOLULU"
"2645","22508","HONOLULU"
"2646","22506","HONOLULU"
"2647","22513","HONOLULU"
"2648","22507","HONOLULU"
"2649","22505","HONOLULU"
"2650","22509","KAUAI"
"2651","22526","KAUAI"
"2652","22536","KAUAI"
"2653","22532","KAUAI"
"2654","22545","KAUAI"
"2655","22501","KAUAI"
"2656","22520","KAUAI"
"2657","22535","KAUAI"
"2658","22552","MAUI"
"2659","22531","HAWAII"
"2660","21512","HAWAII"
"2661","11637","PONCE"
"2662","11607","PONCE"
"2663","11633","PONCE"
"2664","11639","VIEQUES"
"2665","11638","VIEQUES"
"2666","11612","CAYEY"
"2667","11630","HUMACAO"
"2668","11611","MAYAGUEZ"
"2669","11616","CULEBRA"
"2670","11641","SAN JUAN"
"2671","11636","SAN JUAN"
"2672","11613","ARECIBO"
"2673","11608","SAN JUAN"
"2674","11618","SAN JUAN"
"2675","11609","VEGA BAJA"
"2676","11603","MAYAGUEZ"
"2677","11626","ST. THOMAS"
"2678","11620","ST. THOMAS"
"2679","11640","ST. THOMAS"
"2680","11654","ST. CROIX"
"2681","12915","CAMERON"
"2682","12919","CAMERON"
"2683","12934","CAMERON"
"2684","12957","CAMERON"
"2685","12959","HIDALGO"
"2686","12904","CAMERON"
"2687","12996","CAMERON"
"2688","12908","HIDALGO"
"2689","12937","WILLACY"
"2690","12928","KLEBERG"
"2691","12907","WEBB"
"2692","12920","WEBB"
"2693","12926","NUECES"
"2694","12946","NUECES"
"2695","12932","JIM WELLS"
"2696","12924","NUECES"
"2697","12940","NUECES"
"2698","12956","CALHOUN"
"2699","12925","BEE"
"2700","12951","LIVE OAK"
"2701","12933","BEE"
"2702","12947","LA SALLE"
"2703","12935","MATAGORDA"
"2704","12941","ZAVALA"
"2705","12922","VICTORIA"
"2706","12914","VICTORIA"
"2707","12912","VICTORIA"
"2708","22002","MAVERICK"
"2709","12954","KARNES"
"2710","22003","KINNEY"
"2711","12976","BRAZORIA"
"2712","12905","GALVESTON"
"2713","12923","GALVESTON"
"2714","12953","WHARTON"
"2715","12944","GALVESTON"
"2716","59254","LAVACA"
"2717","12939","DEWITT"
"2718","12903","MEDINA"
"2719","22004","VAL VERDE"
"2720","12970","BEXAR"
"2721","12929","GALVESTON"
"2722","12931","BEXAR"
"2723","12909","BEXAR"
"2724","12962","MEDINA"
"2725","22001","VAL VERDE"
