"","WBANID","COUNTY"
"983","94886","TIPPECANOE"
"984","94852","GRANT"
"985","94833","MIAMI"
"986","14854","MIAMI"
"987","94093","WHITE"
"988","94881","CASS"
"989","14805","ALLEN"
"990","14827","ALLEN"
"991","04802","FULTON"
"992","04846","PORTER"
"993","14829","ELKHART"
"994","14873","PORTER"
"995","04807","LAKE"
"996","04806","ELKHART"
"997","14848","ST. JOSEPH"
"998","94848","ST. JOSEPH"
"999","53814","JEFFERSON"
"1000","14969","LEE"
"1001","04921","LEE"
"1002","14970","DECATUR"
"1003","14993","DECATUR"
"1004","14982","RINGGOLD"
"1005","14931","DES MOINES"
"1006","14948","WAPELLO"
"1007","14950","WAPELLO"
"1008","04950","MUSCATINE"
"1009","14930","CASS"
"1010","14933","POLK"
"1011","14974","ADAIR"
"1012","14981","POWESHIEK"
"1013","14967","POLK"
"1014","14976","POWESHIEK"
"1015","14965","LINN"
"1016","14990","LINN"
"1017","14984","MONONA"
"1018","94917","LINN"
"1019","94988","MARSHALL"
"1020","14988","STORY"
"1021","14987","WOODBURY"
"1022","94908","DUBUQUE"
"1023","14943","WOODBURY"
"1024","14906","WOODBURY"
"1025","14934","DUBUQUE"
"1026","14979","HARDIN"
"1027","94910","BLACK HAWK"
"1028","94933","WEBSTER"
"1029","94922","BREMER"
"1030","14940","CERRO GORDO"
"1031","14972","CLAY"
"1032","94971","EMMET"
"1033","94989","STORY"
"1034","94998","AUDUBON"
"1035","93967","MONTGOMERY"
"1036","23020","SEWARD"
"1037","13906","MONTGOMERY"
"1038","13949","MONTGOMERY"
"1039","13932","COWLEY"
"1040","03957","BARBER"
"1041","03998","LABETTE"
"1042","03923","SEDGWICK"
"1043","13998","SEDGWICK"
"1044","13981","NEOSHO"
"1045","93982","SEDGWICK"
"1046","93978","PRATT"
"1047","13948","PRATT"
"1048","13985","FORD"
"1049","93016","FORD"
"1050","23026","FORD"
"1051","93905","RENO"
"1052","23064","FINNEY"
"1053","23016","FINNEY"
"1054","93976","ALLEN"
"1055","93966","BUTLER"
"1056","13986","RENO"
"1057","03911","GREENWOOD"
"1058","13989","LYON"
"1059","03917","LYON"
"1060","13940","BARTON"
"1061","13990","COFFEY"
"1062","93970","RICE"
"1063","03941","SALINE"
"1064","13915","MORRIS"
"1065","03877","SALINE"
"1066","93909","JOHNSON"
"1067","93969","JOHNSON"
"1068","03967","JOHNSON"
"1069","03968","ELLIS"
"1070","13946","ELLIS"
"1071","93047","TREGO"
"1072","13920","SHAWNEE"
"1073","93959","ELLIS"
"1074","03997","DOUGLAS"
"1075","13996","SHAWNEE"
"1076","93964","SHAWNEE"
"1077","13947","GEARY"
"1078","03909","CLAY"
"1079","03936","RILEY"
"1080","13921","LEAVENWORTH"
"1081","93990","GRAHAM"
"1082","93056","SHERMAN"
"1083","23065","SHERMAN"
"1084","13984","CLOUD"
"1085","03974","SEDGWICK"
"1086","13806","CHRISTIAN"
"1087","93884","MCCREARY"
"1088","93888","WHITLEY"
"1089","93813","WHITLEY"
"1090","03814","WHITLEY"
"1091","93808","WARREN"
"1092","03849","LAUREL"
"1093","93883","WARREN"
"1094","03816","MCCRACKEN"
"1095","03828","MUHLENBERG"
"1096","00421","HOPKINS"
"1097","93895","PIKE"
"1098","13816","UNION"
"1099","03889","BREATHITT"
"1100","53803","DAVIESS"
"1101","53886","HENDERSON"
"1102","13807","HARDIN"
"1103","93889","CLARK"
"1104","93820","FAYETTE"
"1105","53841","FRANKLIN"
"1106","93886","DAVIESS"
"1107","93885","GALLATIN"
"1108","93814","BOONE"
"1109","53812","MCCRACKEN"
"1110","12863","PLAQUEMINES"
"1111","12807","PLAQUEMINES"
"1112","12968","ST. MARY"
"1113","12884","PLAQUEMINES"
"1114","92823","PLAQUEMINES"
"1115","12988","ST. MARY"
"1116","12936","ST. MARY"
"1117","12942","JEFFERSON"
"1118","12958","JEFFERSON"
"1119","12930","ORLEANS"
"1120","12916","JEFFERSON"
"1121","13943","ORLEANS"
"1122","53917","ORLEANS"
"1123","93906","ORLEANS"
"1124","03908","TANGIPAHOA"
"1125","53915","IBERIA"
"1126","03937","CALCASIEU"
"1127","13976","LAFAYETTE"
"1128","13941","CALCASIEU"
"1129","03934","IBERIA"
"1130","03905","ST. TAMMANY"
"1131","13970","EAST BATON ROUGE"
"1132","13936","EAST BATON ROUGE"
"1133","13937","BEAUREGARD"
"1134","03931","VERNON"
"1135","03939","RAPIDES"
"1136","13934","RAPIDES"
"1137","93915","RAPIDES"
"1138","13935","RAPIDES"
"1139","03949","SABINE"
"1140","13957","CADDO"
"1141","13942","OUACHITA"
"1142","93939","BIENVILLE"
"1143","13944","BOSSIER"
"1144","93936","CADDO"
"1145","53905","CADDO"
"1146","03976","BEAUREGARD"
"1147","14756","NANTUCKET"
"1148","94771","NANTUCKET"
"1149","94724","DUKES"
"1150","14785","DUKES"
"1151","14684","BARNSTABLE"
"1152","94720","BARNSTABLE"
"1153","14783","BARNSTABLE"
"1154","14704","BARNSTABLE"
"1155","94726","BRISTOL"
"1156","14618","BARNSTABLE"
"1157","94730","BARNSTABLE"
"1158","94769","WORCESTER"
"1159","94779","HAMPDEN"
"1160","14790","PLYMOUTH"
"1161","54704","NORFOLK"
"1162","14775","HAMPDEN"
"1163","94751","HAMPDEN"
"1164","14753","NORFOLK"
"1165","14703","HAMPDEN"
"1166","14789","NORFOLK"
"1167","94746","WORCESTER"
"1168","54799","PLYMOUTH"
"1169","14739","SUFFOLK"
"1170","94701","SUFFOLK"
"1171","14716","MIDDLESEX"
"1172","94783","BERKSHIRE"
"1173","04769","MIDDLESEX"
"1174","14763","BERKSHIRE"
"1175","14702","MIDDLESEX"
"1176","04779","MIDDLESEX"
"1177","14781","MIDDLESEX"
"1178","04780","WORCESTER"
"1179","94747","WORCESTER"
"1180","54733","ESSEX"
"1181","04791","ESSEX"
"1182","94778","ESSEX"
"1183","14730","ESSEX"
"1184","94723","ESSEX"
"1185","94738","ESSEX"
"1186","54769","PLYMOUTH"
"1187","13797","WORCESTER"
"1188","13721","CALVERT"
"1189","13796","WORCESTER"
"1190","93720","WICOMICO"
"1191","13705","PRINCE GEORGE'S"
"1192","93722","PRINCE GEORGE'S"
"1193","13710","DISTRICT OF COLUMBIA"
"1194","13720","DISTRICT OF COLUMBIA"
"1195","13751","DISTRICT OF COLUMBIA"
"1196","93725","DISTRICT OF COLUMBIA"
"1197","13752","ANNE ARUNDEL"
"1198","93733","ANNE ARUNDEL"
"1199","93721","ANNE ARUNDEL"
"1200","93764","MONTGOMERY"
"1201","13725","BALTIMORE"
"1202","13777","ANNE ARUNDEL"
"1203","93744","BALTIMORE"
"1204","93756","HARFORD"
"1205","13730","FREDERICK"
"1206","13749","FREDERICK"
"1207","13701","HARFORD"
"1208","03732","ALLEGANY"
"1209","13719","ALLEGANY"
"1210","93705","ALLEGANY"
"1211","93724","GARRETT"
"1212","93745","FREDERICK"
"1213","93706","WASHINGTON"
"1214","93707","GARRETT"
"1215","93763","HARFORD"
"1216","54761","YORK"
"1217","14791","YORK"
"1218","64701","CUMBERLAND"
"1219","14724","CUMBERLAND"
"1220","94734","CUMBERLAND"
"1221","14764","CUMBERLAND"
"1222","94602","HANCOCK"
"1223","14784","ANDROSCOGGIN"
"1224","94709","ANDROSCOGGIN"
"1225","94601","KNOX"
"1226","14612","KNOX"
"1227","14621","HANCOCK"
"1228","14620","HANCOCK"
"1229","14605","KENNEBEC"
"1230","14602","HANCOCK"
"1231","14613","HANCOCK"
"1232","14616","HANCOCK"
"1233","14617","HANCOCK"
"1234","14615","KENNEBEC"
"1235","94736","OXFORD"
"1236","14697","WASHINGTON"
"1237","14606","PENOBSCOT"
"1238","14601","PENOBSCOT"
"1239","14608","WASHINGTON"
"1240","14622","PENOBSCOT"
"1241","14619","PENOBSCOT"
"1242","14614","PISCATAQUIS"
"1243","94603","PISCATAQUIS"
"1244","94626","PISCATAQUIS"
"1245","14610","PENOBSCOT"
"1246","14603","AROOSTOOK"
"1247","14609","AROOSTOOK"
"1248","14604","AROOSTOOK"
"1249","94604","AROOSTOOK"
"1250","14607","AROOSTOOK"
"1251","14623","AROOSTOOK"
"1252","94605","AROOSTOOK"
"1253","14856","WAYNE"
"1254","94847","WAYNE"
"1255","14853","WAYNE"
"1256","94889","WASHTENAW"
"1257","14807","WAYNE"
"1258","94819","WAYNE"
"1259","94829","CALHOUN"
"1260","94815","KALAMAZOO"
"1261","94882","WASHTENAW"
"1262","14883","WAYNE"
"1263","14801","CALHOUN"
"1264","14815","CALHOUN"
"1265","14804","MACOMB"
"1266","94817","OAKLAND"
"1267","14884","INGHAM"
"1268","04839","ALLEGAN"
"1269","94860","KENT"
"1270","94835","KENT"
"1271","14830","KENT"
"1272","14826","GENESEE"
"1273","14885","KENT"
"1274","94880","ST. CLAIR"
"1275","94879","OTTAWA"
"1276","14890","SAGINAW"
"1277","14870","HURON"
"1278","94816","MASON"
"1279","14828","GLADWIN"
"1280","94898","HURON"
"1281","14817","WEXFORD"
"1282","94894","MANISTEE"
"1283","94814","ROSCOMMON"
"1284","14808","IOSCO"
"1285","14850","GRAND TRAVERSE"
"1286","14857","GRAND TRAVERSE"
"1287","04854","OTSEGO"
"1288","14814","ALPENA"
"1289","94849","ALPENA"
"1290","94896","MENOMINEE"
"1291","14867","CHARLEVOIX"
"1292","14841","EMMET"
"1293","94853","DELTA"
"1294","14824","DELTA"
"1295","94893","DICKINSON"
"1296","14876","MACKINAC"
"1297","04801","SCHOOLCRAFT"
"1298","04881","SCHOOLCRAFT"
"1299","94824","CHIPPEWA"
"1300","04869","CHIPPEWA"
"1301","14847","CHIPPEWA"
"1302","94926","GOGEBIC"
"1303","14859","ALGER"
"1304","14871","HOUGHTON"
"1305","14858","HOUGHTON"
"1306","94885","HOUGHTON"
"1307","94899","KEWEENAW"
"1308","04863","ANTRIM"
"1309","94948","MARTIN"
"1310","94927","NOBLES"
"1311","94968","FREEBORN"
"1312","14925","OLMSTED"
"1313","14954","BLUE EARTH"
"1314","14956","BROWN"
"1315","94906","LYON"
"1316","94976","LYON"
"1317","14915","GOODHUE"
"1318","14992","REDWOOD"
"1319","94901","RENVILLE"
"1320","14922","HENNEPIN"
"1321","14911","HENNEPIN"
"1322","14947","HENNEPIN"
"1323","14927","DAKOTA"
"1324","14952","LAC QUI PARLE"
"1325","54935","RAMSEY"
"1326","14961","HENNEPIN"
"1327","94903","WRIGHT"
"1328","94960","HENNEPIN"
"1329","14928","KANDIYOHI"
"1330","94965","MEEKER"
"1331","14926","SHERBURNE"
"1332","14910","DOUGLAS"
"1333","14953","PINE"
"1334","94938","CROW WING"
"1335","94945","CROW WING"
"1336","14959","ST. LOUIS"
"1337","14913","ST. LOUIS"
"1338","94909","ST. LOUIS"
"1339","94962","BECKER"
"1340","94919","ITASCA"
"1341","94931","ST. LOUIS"
"1342","14958","BELTRAMI"
"1343","94954","COOK"
"1344","94964","ST. LOUIS"
"1345","94956","PENNINGTON"
"1346","14918","KOOCHICHING"
"1347","94961","LAKE OF THE WOODS"
"1348","94944","ROSEAU"
"1349","94966","OTTER TAIL"
"1350","94967","HUBBARD"
"1351","94969","RICE"
"1352","14955","ROSEAU"
"1353","94974","ANOKA"
"1354","94977","ST. LOUIS"
"1355","93878","HARRISON"
"1356","93868","HANCOCK"
"1357","13832","HARRISON"
"1358","93874","HARRISON"
"1359","53804","JACKSON"
"1360","53858","JACKSON"
"1361","13820","HARRISON"
"1362","03801","HARRISON"
"1363","93920","WALTHALL"
"1364","13833","FORREST"
"1365","93919","PIKE"
"1366","53808","JONES"
"1367","93918","LINCOLN"
"1368","03961","ADAMS"
"1369","13834","JONES"
"1370","93999","WARREN"
"1371","13865","LAUDERDALE"
"1372","13817","LAUDERDALE"
"1373","13956","HINDS"
"1374","13927","HINDS"
"1375","93854","LAUDERDALE"
"1376","93917","WARREN"
"1377","13979","WARREN"
"1378","53810","WINSTON"
"1379","03866","LAUDERDALE"
"1380","03897","LOWNDES"
"1381","53893","LOWNDES"
"1382","13939","WASHINGTON"
"1383","13978","CARROLL"
"1384","13933","CARROLL"
"1385","13825","LOWNDES"
"1386","13823","GRENADA"
"1387","93862","LEE"
"1388","73804","LEE"
"1389","93867","PANOLA"
"1390","53806","LAFAYETTE"
"1391","03956","BUTLER"
"1392","13848","DUNKLIN"
"1393","93899","NEW MADRID"
"1394","93898","DUNKLIN"
"1395","03817","DUNKLIN"
"1396","93965","HOWELL"
"1397","03975","BUTLER"
"1398","03946","BARRY"
"1399","93977","NEWTON"
"1400","93825","STODDARD"
"1401","13987","JASPER"
"1402","03935","SCOTT"
"1403","93981","GREENE"
"1404","93897","CAPE GIRARDEAU"
"1405","93975","BOLLINGER"
"1406","93974","LACLEDE"
"1407","93996","ST. FRANCOIS"
"1408","03938","PULASKI"
"1409","93979","PHELPS"
"1410","93968","PULASKI"
"1411","93980","STE. GENEVIEVE"
"1412","13997","MARIES"
"1413","93995","BATES"
"1414","93957","HENRY"
"1415","93971","FRANKLIN"
"1416","93963","ST. LOUIS (CITY)"
"1417","03963","CALLAWAY"
"1418","03966","ST. LOUIS"
"1419","03994","PETTIS"
"1420","13930","JOHNSON"
"1421","13994","ST. LOUIS"
"1422","93910","ST. LOUIS"
"1423","03945","BOONE"
"1424","13992","MONTGOMERY"
"1425","03929","JACKSON"
"1426","93960","JACKSON"
"1427","13983","BOONE"
"1428","93958","BOONE"
"1429","93972","JACKSON"
"1430","13991","SALINE"
"1431","13988","CLAY"
"1432","03947","PLATTE"
"1433","93973","RAY"
"1434","93994","MARION"
"1435","13982","LIVINGSTON"
"1436","14938","ADAIR"
"1437","94953","GRUNDY"
"1438","14945","ATCHISON"
"1439","79762","GREENE"
"1440","53901","HOWELL"
"1441","03983","CASS"
"1442","94172","POWELL"
"1443","24107","BEAVERHEAD"
"1444","24198","GALLATIN"
"1445","94163","GALLATIN"
"1446","94127","BEAVERHEAD"
"1447","94135","BEAVERHEAD"
"1448","24138","BEAVERHEAD"
"1449","94001","BIG HORN"
"1450","24085","POWDER RIVER"
"1451","94004","BIG HORN"
"1452","24150","PARK"
"1453","24096","BIG HORN"
"1454","24038","YELLOWSTONE"
"1455","24132","GALLATIN"
"1456","94058","YELLOWSTONE"
"1457","24033","YELLOWSTONE"
"1458","24161","JEFFERSON"
"1459","24135","SILVER BOW"
"1460","24040","YELLOWSTONE"
"1461","94137","DEER LODGE"
"1462","94117","JEFFERSON"
"1463","24094","ROSEBUD"
"1464","24099","GOLDEN VALLEY"
"1465","24197","BROADWATER"
"1466","94133","BROADWATER"
"1467","24037","CUSTER"
"1468","24097","WHEATLAND"
"1469","94072","CUSTER"
"1470","94003","MUSSELSHELL"
"1471","94104","LEWIS AND CLARK"
"1472","94162","POWELL"
"1473","24144","LEWIS AND CLARK"
"1474","24139","GRANITE"
"1475","94002","PRAIRIE"
"1476","24008","WHEATLAND"
"1477","94105","MISSOULA"
"1478","24153","MISSOULA"
"1479","24095","FERGUS"
"1480","94124","LEWIS AND CLARK"
"1481","24010","FERGUS"
"1482","24036","FERGUS"
"1483","94095","FERGUS"
"1484","24087","DAWSON"
"1485","94131","JUDITH BASIN"
"1486","24159","MINERAL"
"1487","94051","GARFIELD"
"1488","94026","GARFIELD"
"1489","94123","MINERAL"
"1490","24143","CASCADE"
"1491","94121","CHOUTEAU"
"1492","94145","CASCADE"
"1493","24112","CASCADE"
"1494","94132","SANDERS"
"1495","94028","RICHLAND"
"1496","24113","CHOUTEAU"
"1497","24086","VALLEY"
"1498","94017","ROOSEVELT"
"1499","24034","VALLEY"
"1500","94008","VALLEY"
"1501","24003","VALLEY"
"1502","24146","FLATHEAD"
"1503","24035","HILL"
"1504","94012","HILL"
"1505","24105","GLACIER"
"1506","24137","GLACIER"
"1507","94952","PAWNEE"
"1508","24004","RED WILLOW"
"1509","94040","RED WILLOW"
"1510","14901","THAYER"
"1511","24020","HAYES"
"1512","24091","CHASE"
"1513","14907","FILLMORE"
"1514","94031","CHASE"
"1515","14902","CLAY"
"1516","14905","BUFFALO"
"1517","14985","DAWSON"
"1518","14971","LANCASTER"
"1519","14994","DAWSON"
"1520","14904","LANCASTER"
"1521","14939","LANCASTER"
"1522","14975","DAWSON"
"1523","14909","HALL"
"1524","14935","HALL"
"1525","24063","DEUEL"
"1526","14949","SARPY"
"1527","24023","LINCOLN"
"1528","24055","LINCOLN"
"1529","24030","CHEYENNE"
"1530","94007","CHEYENNE"
"1531","14983","DOUGLAS"
"1532","14942","DOUGLAS"
"1533","14903","DOUGLAS"
"1534","94941","DOUGLAS"
"1535","94918","DOUGLAS"
"1536","94951","PLATTE"
"1537","94946","CUSTER"
"1538","94958","VALLEY"
"1539","24028","SCOTTS BLUFF"
"1540","24007","SCOTTS BLUFF"
"1541","14941","MADISON"
"1542","94027","HOOKER"
"1543","24044","BOX BUTTE"
"1544","24002","BOX BUTTE"
"1545","94915","HOLT"
"1546","24001","BROWN"
"1547","24070","DAWES"
"1548","94975","BROWN"
"1549","24017","DAWES"
"1550","24032","CHERRY"
"1551","13792","BRUNSWICK"
"1552","93750","NEW HANOVER"
"1553","13748","NEW HANOVER"
"1554","13712","NEW HANOVER"
"1555","93751","PENDER"
"1556","13716","ONSLOW"
"1557","93752","ONSLOW"
"1558","13776","ROBESON"
"1559","93743","CARTERET"
"1560","93727","ONSLOW"
"1561","93749","PENDER"
"1562","93765","CARTERET"
"1563","13711","ROBESON"
"1564","93753","ONSLOW"
"1565","13754","CRAVEN"
"1566","93748","SAMPSON"
"1567","93740","CUMBERLAND"
"1568","13768","CRAVEN"
"1569","93719","CRAVEN"
"1570","93737","CUMBERLAND"
"1571","13714","CUMBERLAND"
"1572","13745","DARE"
"1573","93849","MECKLENBURG"
"1574","13831","MECKLENBURG"
"1575","13881","MECKLENBURG"
"1576","93729","DARE"
"1577","13713","WAYNE"
"1578","93726","LENOIR"
"1579","13842","HENDERSON"
"1580","03812","BUNCOMBE"
"1581","93746","DURHAM"
"1582","13783","PITT"
"1583","13872","BUNCOMBE"
"1584","93742","DARE"
"1585","13793","DARE"
"1586","13784","WAKE"
"1587","03764","WAKE"
"1588","93857","YANCEY"
"1589","93759","NASH"
"1590","13722","WAKE"
"1591","93754","DURHAM"
"1592","03898","MADISON"
"1593","13791","DARE"
"1594","13766","DARE"
"1595","13746","EDGECOMBE"
"1596","13789","DARE"
"1597","13761","CHOWAN"
"1598","13723","GUILFORD"
"1599","93807","FORSYTH"
"1600","13765","PERQUIMANS"
"1601","13785","DARE"
"1602","13774","PASQUOTANK"
"1603","13787","PASQUOTANK"
"1604","13786","PASQUOTANK"
"1605","13747","WARREN"
"1606","93747","RICHMOND"
"1607","93769","PITT"
"1608","94942","DICKEY"
"1609","94937","DICKEY"
"1610","94955","RICHLAND"
"1611","14951","MCINTOSH"
"1612","94106","EMMONS"
"1613","24098","EMMONS"
"1614","24042","GOLDEN VALLEY"
"1615","24039","BURLEIGH"
"1616","94071","BURLEIGH"
"1617","24011","BURLEIGH"
"1618","24012","STARK"
"1619","24041","MORTON"
"1620","94904","KIDDER"
"1621","14957","BARNES"
"1622","24043","MCLEAN"
"1623","14916","GRAND FORKS"
"1624","14917","GRAND FORKS"
"1625","94925","GRAND FORKS"
"1626","94928","RAMSEY"
"1627","14912","RAMSEY"
"1628","94091","WARD"
"1629","24013","WARD"
"1630","94011","WARD"
"1631","94939","CAVALIER"
"1632","14924","PEMBINA"
"1633","54934","GRAND FORKS"
"1634","94038","ADAMS"
"1635","93902","BRYAN"
"1636","13903","CARTER"
"1637","93940","CARTER"
"1638","13965","CARTER"
"1639","03950","COMANCHE"
"1640","13945","COMANCHE"
"1641","13902","KIOWA"
"1642","03964","LE FLORE"
"1643","03915","MCCLAIN"
"1644","63902","PITTSBURG"
"1645","93950","PITTSBURG"
"1646","93986","KIOWA"
"1647","93908","CLEVELAND"
"1648","03948","CLEVELAND"
"1649","13999","WASHITA"
"1650","03932","WASHITA"
"1651","93911","POTTAWATOMIE"
"1652","13918","OKLAHOMA"
"1653","93945","BECKHAM"
"1654","93954","OKLAHOMA"
"1655","93953","MUSKOGEE"
"1656","13916","MUSKOGEE"
"1657","13913","MUSKOGEE"
"1658","53908","TULSA"
"1659","03955","TULSA"
"1660","13968","TULSA"
"1661","03965","PAYNE"
"1662","13975","ELLIS"
"1663","13909","GARFIELD"
"1664","53986","GARFIELD"
"1665","93938","WOODS"
"1666","13914","HARPER"
"1667","03916","CRAIG"
"1668","23093","TEXAS"
"1669","13969","KAY"
"1670","03959","OSAGE"
"1671","13954","OTTAWA"
"1672","03977","BECKHAM"
"1673","93818","LAWRENCE"
"1674","93887","ADAMS"
"1675","93879","ADAMS"
"1676","93882","ADAMS"
"1677","93812","HAMILTON"
"1678","03871","HAMILTON"
"1679","93890","HAMILTON"
"1680","53855","BUTLER"
"1681","93880","ROSS"
"1682","53859","MONTGOMERY"
"1683","13813","MONTGOMERY"
"1684","63860","MONTGOMERY"
"1685","13812","FRANKLIN"
"1686","03867","CLARK"
"1687","13840","GREENE"
"1688","63825","FRANKLIN"
"1689","93815","MONTGOMERY"
"1690","03891","MUSKINGUM"
"1691","93824","MUSKINGUM"
"1692","93834","FRANKLIN"
"1693","93891","FRANKLIN"
"1694","14821","FRANKLIN"
"1695","14866","GUERNSEY"
"1696","04804","FRANKLIN"
"1697","94812","LOGAN"
"1698","14872","LOGAN"
"1699","14868","MERCER"
"1700","04852","TUSCARAWAS"
"1701","04855","MARION"
"1702","14823","COLUMBIANA"
"1703","14862","HARDIN"
"1704","04850","ALLEN"
"1705","14832","ASHLAND"
"1706","14891","RICHLAND"
"1707","14895","SUMMIT"
"1708","14813","SUMMIT"
"1709","14825","HANCOCK"
"1710","14896","SUMMIT"
"1711","14852","TRUMBULL"
"1712","94832","TRUMBULL"
"1713","14879","TRUMBULL"
"1714","14820","CUYAHOGA"
"1715","14878","SANDUSKY"
"1716","14846","ERIE"
"1717","14882","CUYAHOGA"
"1718","14875","OTTAWA"
"1719","04853","CUYAHOGA"
"1720","04805","CUYAHOGA"
"1721","14849","WOOD"
"1722","04848","WOOD"
"1723","94830","LUCAS"
"1724","14863","FULTON"
"1725","14889","LUCAS"
"1726","04809","LAKE"
"1727","14843","LAKE"
"1728","04857","ASHTABULA"
"1729","24236","JACKSON"
"1730","24249","KLAMATH"
"1731","24270","LAKE"
"1732","24250","LAKE"
"1733","24224","KLAMATH"
"1734","94236","KLAMATH"
"1735","94285","LAKE"
"1736","94167","HARNEY"
"1737","24209","JACKSON"
"1738","24225","JACKSON"
"1739","94107","MALHEUR"
"1740","24235","JOSEPHINE"
"1741","94215","CURRY"
"1742","94223","CURRY"
"1743","94175","MALHEUR"
"1744","24231","DOUGLAS"
"1745","94251","COOS"
"1746","24251","COOS"
"1747","24273","COOS"
"1748","24284","COOS"
"1749","24268","KLAMATH"
"1750","24134","HARNEY"
"1751","94185","HARNEY"
"1752","94255","LANE"
"1753","94256","DESCHUTES"
"1754","24162","MALHEUR"
"1755","24266","DESCHUTES"
"1756","24221","LANE"
"1757","24230","DESCHUTES"
"1758","24205","DESCHUTES"
"1759","94125","BAKER"
"1760","24202","BENTON"
"1761","94120","BAKER"
"1762","24248","BENTON"
"1763","94253","LINN"
"1764","24204","JEFFERSON"
"1765","24199","BAKER"
"1766","24130","BAKER"
"1767","24232","MARION"
"1768","24271","WASCO"
"1769","94207","GILLIAM"
"1770","94273","YAMHILL"
"1771","24148","UNION"
"1772","94281","MARION"
"1773","94168","UNION"
"1774","94214","CLACKAMAS"
"1775","24254","TILLAMOOK"
"1776","24275","CLACKAMAS"
"1777","24152","UMATILLA"
"1778","24117","UMATILLA"
"1779","24274","MULTNOMAH"
"1780","94261","WASHINGTON"
"1781","04239","MULTNOMAH"
"1782","24229","MULTNOMAH"
"1783","24211","MULTNOMAH"
"1784","24155","UMATILLA"
"1785","94204","HOOD RIVER"
"1786","24269","HOOD RIVER"
"1787","94203","GILLIAM"
"1788","94169","UMATILLA"
"1789","94134","UMATILLA"
"1790","94224","CLATSOP"
"1791","24246","CLATSOP"
"1792","94228","CLATSOP"
"1793","94277","HOOD RIVER"
"1794","94278","HOOD RIVER"
"1795","94279","HOOD RIVER"
"1796","94196","GRANT"
"1797","94284","TILLAMOOK"
"1798","13771","PHILADELPHIA"
"1799","13715","FAYETTE"
"1800","93710","FULTON"
"1801","93778","YORK"
"1802","13779","PHILADELPHIA"
"1803","13794","CHESTER"
"1804","13706","FAYETTE"
"1805","94732","PHILADELPHIA"
"1806","94752","SOMERSET"
"1807","64752","MONTGOMERY"
"1808","54737","LANCASTER"
"1809","14793","MONTGOMERY"
"1810","14711","DAUPHIN"
"1811","94711","WESTMORELAND"
"1812","54726","DAUPHIN"
"1813","14751","YORK"
"1814","94718","DAUPHIN"
"1815","54725","YORK"
"1816","54735","WESTMORELAND"
"1817","04718","WESTMORELAND"
"1818","14767","BERKS"
"1819","14736","BLAIR"
"1820","04726","CAMBRIA"
"1821","14712","BERKS"
"1822","94716","PERRY"
"1823","14762","ALLEGHENY"
"1824","54723","LEBANON"
"1825","94710","INDIANA"
"1826","14861","ALLEGHENY"
"1827","94758","CAMBRIA"
"1828","14809","ALLEGHENY"
"1829","94823","ALLEGHENY"
"1830","64706","INDIANA"
"1831","04719","INDIANA"
"1832","94834","BEAVER"
"1833","14737","LEHIGH"
"1834","94768","NORTHAMPTON"
"1835","04813","BEAVER"
"1836","14760","SCHUYLKILL"
"1837","94774","COLUMBIA"
"1838","14770","NORTHUMBERLAND"
"1839","54739","CENTRE"
"1840","14761","CENTRE"
"1841","94788","CENTRE"
"1842","94750","CENTRE"
"1843","04799","LUZERNE"
"1844","94763","CLEARFIELD"
"1845","14746","CLEARFIELD"
"1846","14754","MONROE"
"1847","04787","JEFFERSON"
"1848","14741","JEFFERSON"
"1849","04716","CLARION"
"1850","14778","LYCOMING"
"1851","14812","MERCER"
"1852","14777","LUZERNE"
"1853","94868","VENANGO"
"1854","14769","LACKAWANNA"
"1855","94742","VENANGO"
"1856","94754","BRADFORD"
"1857","94762","MCKEAN"
"1858","14860","ERIE"
"1859","14893","ERIE"
"1860","93762","ADAMS"
"1861","04827","WASHINGTON"
"1862","04832","ALLEGHENY"
"1863","94793","WASHINGTON"
"1864","14799","WASHINGTON"
"1865","14782","WASHINGTON"
"1866","94775","WASHINGTON"
"1867","14794","WASHINGTON"
"1868","14787","NEWPORT"
"1869","14728","NEWPORT"
"1870","14788","WASHINGTON"
"1871","14713","PROVIDENCE"
"1872","14765","KENT"
"1873","94707","PROVIDENCE"
"1874","54752","WASHINGTON"
"1875","63837","BEAUFORT"
"1876","93844","BEAUFORT"
"1877","93831","BEAUFORT"
"1878","13782","CHARLESTON"
"1879","13758","CHARLESTON"
"1880","13880","CHARLESTON"
"1881","03857","CHARLESTON"
"1882","13859","COLLETON"
"1883","13788","GEORGETOWN"
"1884","13790","WILLIAMSBURG"
"1885","03848","ORANGEBURG"
"1886","93718","HORRY"
"1887","13717","HORRY"
"1888","03880","SUMTER"
"1889","93833","RICHLAND"
"1890","13849","SUMTER"
"1891","03858","RICHLAND"
"1892","13830","LEXINGTON"
"1893","13883","LEXINGTON"
"1894","93851","RICHLAND"
"1895","13744","FLORENCE"
"1896","53874","GREENWOOD"
"1897","93871","ABBEVILLE"
"1898","93846","ANDERSON"
"1899","13822","GREENVILLE"
"1900","93873","GREENVILLE"
"1901","93804","SPARTANBURG"
"1902","03870","SPARTANBURG"
"1903","03873","SPARTANBURG"
"1904","94911","YANKTON"
"1905","14973","BON HOMME"
"1906","94013","FALL RIVER"
"1907","24065","CUSTER"
"1908","14908","MINNEHAHA"
"1909","14944","MINNEHAHA"
"1910","94950","DAVISON"
"1911","14978","MINER"
